experiment,page,sound,metric,score,subjective_median,ci95_lo,ci95_hi,fitted_score
quality,vocals-26-SIR,KON,SAR,-3.202022593331616,6.0,0.0,12.5,-9.489754738077188
quality,vocals-26-SIR,RAF1,SAR,8.322076045200644,72.72727272727273,58.064516129032256,85.0,47.177070065891556
quality,vocals-30-SIR,CHA,SAR,11.206827201862547,58.0,51.68539325842696,72.0,61.36210036848068
quality,vocals-30-SIR,HUA,SAR,10.54184563749672,72.0,50.746268656716424,77.8083333333333,58.0922226116389
quality,vocals-30-SIR,JEO2,SAR,11.3146311479767,25.373134328358212,18.0,33.0,61.892198862015036
quality,vocals-30-SIR,NUG3,SAR,12.582904489984331,47.61904761904761,37.0,59.595959595959606,68.12861053544408
quality,vocals-30-SIR,RAF1,SAR,11.777240813433304,75.75757575757575,67.0,80.95238095238095,64.1669642633975
quality,vocals-41-SIR,DUR,SAR,8.443675135865432,28.5,24.0,44.83652312599681,47.775002675040156
quality,vocals-41-SIR,HUA,SAR,7.988313463435952,83.74746054070948,78.88888888888889,88.0,45.53587743640978
quality,vocals-41-SIR,NUG1,SAR,9.775810614062472,26.424050632911396,13.333333333333336,34.84848484848485,54.32544016485299
quality,vocals-41-SIR,RAF3,SAR,9.003968355168071,71.5,65.5,84.5,50.53010211430686
quality,vocals-41-SIR,UHL1,SAR,10.224153911480055,46.23232323232323,28.0,56.790123456790134,56.53005432893582
quality,vocals-42-SAR,CHA,SAR,6.2488584941402605,43.84042553191489,34.0,55.0,36.98254991889854
quality,vocals-42-SAR,KAM2,SAR,6.329968344747656,11.851063829787233,9.090909090909092,18.94736842105263,37.381386985328824
quality,vocals-42-SAR,KON,SAR,2.920718154085905,19.270114942528735,11.0,29.59183673469388,20.617266048254663
quality,vocals-42-SAR,NUG3,SAR,9.067729991203626,39.0,27.659574468085108,44.65730337078652,50.843633746738405
quality,vocals-42-SAR,UHL3,SAR,10.777248148640604,66.5,58.0,76.8616455075053,59.24975460401551
quality,vocals-45-SIR,HUA,SAR,9.181578031099708,60.98550724637681,48.93681285489912,80.0,51.403452534603986
quality,vocals-45-SIR,KAM2,SAR,3.7032684501352326,15.142857142857142,6.571428571428571,19.0,24.465258148760405
quality,vocals-45-SIR,RAF2,SAR,6.261129450262537,61.3080808080808,55.0,74.48979591836735,37.04288922547418
quality,vocals-45-SIR,STO1,SAR,6.904255725167174,14.642857142857142,11.0,25.77319587628866,40.20529915357001
quality,vocals-45-SIR,UHL1,SAR,4.3408042186865865,22.235955056179776,17.0,32.98969072164948,27.60017818337097
quality,vocals-47-SAR,GRA3,SAR,6.92088363653329,51.0,39.0,53.972527472527474,40.28706267970723
quality,vocals-47-SAR,KAM1,SAR,2.444005557231925,8.0,4.561855670103093,12.043956043956044,18.273153067700548
quality,vocals-47-SAR,OZE,SAR,2.62272523755326,29.0,17.4694587628866,36.0,19.151961652341427
quality,vocals-47-SAR,RAF1,SAR,5.41377195532979,58.8780487804878,51.5,63.02173913043478,32.87622420308945
quality,vocals-47-SAR,STO1,SAR,5.7540195447968046,19.0,11.5,26.53846153846154,34.549305208994106
quality,vocals-48-SAR,HUA,SAR,9.183640210162906,67.3913043478261,54.73684210526316,74.0,51.41359277579369
quality,vocals-48-SAR,JEO1,SAR,6.161251471812119,31.0,20.2020202020202,35.0,36.55176466257775
quality,vocals-48-SAR,KAM2,SAR,3.3920202224745446,18.0,10.0,21.59090909090909,22.934774130824202
quality,vocals-48-SAR,NUG3,SAR,0.19077770090375706,0.0,0.0,0.0,7.193478016061764
quality,vocals-48-SAR,RAF3,SAR,8.361903080492166,64.44444444444444,46.73913043478261,77.0,47.372909385053575
quality,vocals-49-SIR,HUA,SAR,9.171630206922638,52.5,47.0,63.22292490118576,51.354536638662424
quality,vocals-49-SIR,JEO2,SAR,10.028172420385829,56.651162790697676,48.77561064973132,66.0,55.56636517900752
quality,vocals-49-SIR,KAM1,SAR,6.767350996405022,16.354166666666664,10.0,24.0,39.53210496086673
quality,vocals-49-SIR,NUG2,SAR,8.579081368545523,20.826086956521742,14.065656565656568,31.51249999999999,48.44082839428491
quality,vocals-49-SIR,STO2,SAR,6.692268834240188,13.021739130434781,9.375,15.662650602409636,39.16290751968276
interferer,vocals-10-SIR,HUA,SIR,2.5443199553052693,18.5,11.878048780487806,22.606060606060606,23.296402775511304
interferer,vocals-10-SIR,KAM1,SIR,14.578463805392252,89.56639566395665,86.0,97.0,64.2785234761532
interferer,vocals-10-SIR,KON,SIR,6.505877771443387,30.0,21.0,39.196969696969695,36.78743650470926
interferer,vocals-10-SIR,NUG2,SIR,9.314135871164957,60.5,57.534246575342465,73.0,46.3509230173383
interferer,vocals-10-SIR,RAF2,SIR,5.3633243055086846,24.195121951219512,18.0,30.303030303030305,32.896485504689906
interferer,vocals-11-SAR,GRA3,SIR,2.538539110321536,32.87671232876713,29.0,36.0,23.276716182943826
interferer,vocals-11-SAR,HUA,SIR,-6.499266663055527,15.306122448979592,9.0,17.0,-7.501414084363876
interferer,vocals-11-SAR,KAM1,SIR,15.105853712040574,93.0,82.75862068965517,96.51162790697674,66.07454295870289
